Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,UN-Habitat/OECD Global Survey on National Urban Policies 2023,NUP 2023 Status,SD_CPA_UPRDP,12,NUMBER,2025-05-12T00:00:00,2020-2023,1
2023,A,0,UN-Habitat/OECD Global Survey on National Urban Policies 2023,NUP 2023 Status,SD_CPA_UPRDP,12,NUMBER,2025-05-12T00:00:00,2020-2023,1
